Datetime,Open,High,Low,Close,orderId,ecs_limit_status,mc_status,cfc_limit_status,cc_limit_status,position_side_num,market_position,not_enough_money,EMAF_open,ATR_open_sign,ATR_open_sign_2,ATR_open_lim,EMAF_open_shift_1,ATR_open_sign_shift_1,ATR_open_lim_shift_1,EMAF_open_changes,open_factor,open_start_long,open_start_short,open_signal,open_signal_shift_1,last_signal,open_signal_price,last_signal_shift_1,market_position_shift_1,market_position_shift_2,open_signal_limit_price_Buy,open_signal_limit_price_Sell,open_signal_limit_price_Buy_close_pos,open_signal_limit_price_Sell_close_pos,orderId_shift_1,ecs_limit_status_shift_1,mc_status_shift_1,cfc_limit_status_shift_1,cc_limit_status_shift_1,position_size,position_side,open_limit_status
2025-03-06 04:45:00,0.9383,0.9415,0.9369,0.939,,,,,,,0.0,,,,,0.007684033024600825,,,0.008128348486800238,,,,,,,,,,0.0,0.0,0.9297791603704789,0.948220839629521,0.9343895801852394,0.9436104198147605,,,,,,,,
2025-03-06 05:00:00,0.939,0.9461,0.9383,0.9451,,,,,,,0.0,,,,,0.007698267376236324,,,0.007684033024600825,,,,,,,,,,0.0,0.0,0.9358620791485165,0.9543379208514836,0.9404810395742582,0.9497189604257419,,,,,,,,
2025-03-06 05:15:00,0.9451,0.9497,0.9442,0.9478,,,,,,,0.0,,,,,0.007434442001497699,,,0.007698267376236324,,,,,,,,,,0.0,0.0,0.9388786695982028,0.9567213304017972,0.9433393347991014,0.9522606652008986,,,,,,,,
2025-03-06 05:30:00,0.9478,0.9536,0.9413,0.9519,,,,,,,0.0,,,,0.008132012072976442,0.008006924327244936,,,0.007434442001497699,,,,,,,,,,0.0,0.0,0.942291690807306,0.9615083091926939,0.947095845403653,0.956704154596347,,,,,,,,
2025-03-06 05:45:00,0.9519,0.9607,0.9483,0.9497,,,,,,,0.0,,,,0.008489947432263813,0.008514844359293816,,,0.008006924327244936,,,,,,,,,,0.0,0.0,0.9394821867688474,0.9599178132311526,0.9445910933844237,0.9548089066155763,,,,,,,,
2025-03-06 06:00:00,0.9497,0.9501,0.938,0.9449,,,,,,,0.0,,,,0.008784369980739531,0.008922979646162262,,,0.008514844359293816,,,,,,,,,,0.0,0.0,0.9341924244246053,0.9556075755753947,0.9395462122123026,0.9502537877876973,,,,,,,,
2025-03-06 06:15:00,0.9449,0.9504,0.9442,0.9458,,,,,,,0.0,,,,0.008578939656614597,0.008617226479080151,,,0.008922979646162262,,,,,,,,,,0.0,0.0,0.9354593282251038,0.9561406717748961,0.9406296641125519,0.9509703358874481,,,,,,,,
2025-03-06 06:30:00,0.9458,0.9522,0.9433,0.9522,,,,,,,0.0,,,,0.008603864049088354,0.00864859268373804,,,0.008617226479080151,,,,,,,,,,0.0,0.0,0.9418216887795144,0.9625783112204856,0.9470108443897572,0.9573891556102428,,,,,,,,
2025-03-06 06:45:00,0.9522,0.9553,0.949,0.9501,,,,,,,0.0,,,,0.008428874705877458,0.008390893715252376,,,0.00864859268373804,,,,,,,,,,0.0,0.0,0.9400309275416971,0.9601690724583027,0.9450654637708485,0.9551345362291513,,,,,,,,
2025-03-06 07:00:00,0.9501,0.9572,0.9475,0.9572,,,,,,,0.0,,,,0.008523492544001098,0.008533151762125256,,,0.008390893715252376,,,,,,,,,,0.0,0.0,0.9469602178854497,0.9674397821145504,0.9520801089427249,0.9623198910572752,,,,,,,,
2025-03-06 07:15:00,0.9572,0.9698,0.9544,0.9687,,,,,,,0.0,,,,0.009025868947057961,0.009272946285905453,,,0.008533151762125256,,,,,,,,,,0.0,0.0,0.9575724644569135,0.9798275355430865,0.9631362322284567,0.9742637677715433,,,,,,,,
2025-03-06 07:30:00,0.9687,0.9687,0.9588,0.9613,,,,,,,0.0,,,,0.009088631827282147,0.009339982951152317,,,0.009272946285905453,,,,,,,,,,0.0,0.0,0.9500920204586173,0.9725079795413828,0.9556960102293086,0.9669039897706915,,,,,,,,
2025-03-06 07:45:00,0.9613,0.9643,0.9592,0.9594,,,,,,,0.0,,,,0.008806824714472486,0.008889807045519426,,,0.009339982951152317,,,,,,,,,,0.0,0.0,0.9487322315453767,0.9700677684546234,0.9540661157726884,0.9647338842273117,,,,,,,,
2025-03-06 08:00:00,0.9594,0.9614,0.952,0.9555,,,,,,,0.0,,0.9502517241379311,,0.00884811077977298,0.008943643878899402,,,0.008889807045519426,,,,,,,,,,0.0,0.0,0.9447676273453207,0.9662323726546793,0.9501338136726604,0.9608661863273397,,,,,,,,
2025-03-06 08:15:00,0.9555,0.9587,0.9535,0.9538,,,,,,,0.0,,0.9504882758620691,,0.008597712866306506,0.00855077485434115,0.9502517241379311,,0.008943643878899402,0.024893585365770576,,,,,,,,,0.0,0.0,0.9435390701747906,0.9640609298252094,0.9486695350873953,0.9589304649126047,,,,,,,,
2025-03-06 08:30:00,0.9538,0.9579,0.9502,0.9533,,,,,,,0.0,,0.9506757241379312,,0.008536891597074938,0.008461931182763427,0.9504882758620691,,0.00855077485434115,0.019721261231975262,,,,,,,,,0.0,0.0,0.9431456825806839,0.9634543174193162,0.948222841290342,0.9583771587096581,,,,,,,,
2025-03-06 08:45:00,0.9533,0.954,0.9507,0.9523,,,,,,,0.0,,0.9507840091954025,,0.008186360074125975,0.007925263080260049,0.9506757241379312,,0.008461931182763427,0.011390325294091674,,,,,,,,,0.0,0.0,0.9427896843036879,0.9618103156963121,0.947544842151844,0.9570551578481561,,,,,,,,
2025-03-06 09:00:00,0.9523,0.9527,0.9392,0.9428,,,,,,,0.0,,0.950251741915709,,0.00853802696298434,0.008502559299095347,0.9507840091954025,,0.007925263080260049,-0.05598193433479226,,,,,,,,,0.0,0.0,0.9325969288410856,0.9530030711589144,0.9376984644205427,0.9479015355794572,,,,,,,,
2025-03-06 09:15:00,0.9428,0.9437,0.9317,0.9401,,,,,,,0.0,,0.9495749591213285,,0.008764737870627232,0.008863456222526834,0.950251741915709,,0.008502559299095347,-0.07122142107481855,,,,,,,,,0.0,0.0,0.9294638525329678,0.9507361474670323,0.9347819262664839,0.9454180737335162,,,,,,,,
2025-03-06 09:30:00,0.9401,0.9426,0.9327,0.9387,,,,,,,0.0,,0.9488499618465732,,0.008838350681842785,0.008970075998943927,0.9495749591213285,,0.008863456222526834,-0.07634966231904183,,,,,,,,,0.0,0.0,0.9279359088012673,0.9494640911987327,0.9333179544006336,0.9440820455993664,,,,,,,,
2025-03-06 09:45:00,0.9387,0.9395,0.9241,0.9296,,,,,,,0.0,,0.9475666310568017,,0.009259907166091881,0.00962957672785063,0.9488499618465732,,0.008970075998943927,-0.13525118210195863,,,,,,,,,0.0,0.0,0.9180445079265792,0.9411554920734208,0.9238222539632897,0.9353777460367103,,,,,,,,
2025-03-06 10:00:00,0.9296,0.936,0.9267,0.9354,,,,,,,0.0,,0.9467555223196816,,0.009262460759910203,0.009595859458960453,0.9475666310568017,,0.00962957672785063,-0.08559912417087645,,,,,,,,,0.0,0.0,0.9238849686492475,0.9469150313507525,0.9296424843246237,0.9411575156753763,,,,,,,,
2025-03-06 10:15:00,0.9354,0.9379,0.9231,0.9311,,,,,,,0.0,,0.9457118208317028,,0.009612311304373138,0.010127043568123228,0.9467555223196816,,0.009595859458960453,-0.11023980989534055,,,,,,,,,0.0,0.0,0.9189475477182522,0.9432524522817479,0.9250237738591262,0.9371762261408739,,,,,,,,
2025-03-06 10:30:00,0.9311,0.9415,0.9308,0.9386,,,,,,,0.0,,0.9452376994429227,,0.009680509444067736,0.01018540417589343,0.9457118208317028,,0.010127043568123228,-0.05013381226038893,,,,,,,,,0.0,0.0,0.9263775149889278,0.9508224850110721,0.9324887574944639,0.9447112425055361,,,,,,,,
2025-03-06 10:45:00,0.9386,0.939,0.9286,0.9306,,,,,,,0.0,,0.9442618528133945,,0.009725301523675053,0.010207222078147692,0.9452376994429227,,0.01018540417589343,-0.10323822569744401,,,,,,,,,0.0,0.0,0.9183513335062228,0.9428486664937772,0.9244756667531113,0.9367243332468886,,,,,,,,
2025-03-06 11:00:00,0.9306,0.9361,0.9253,0.9265,,,,,,,0.0,,0.9430777292925014,,0.009791761903024212,0.0102673891934207,0.9442618528133945,,0.010207222078147692,-0.12540202882971307,,,,,,,,,0.0,0.0,0.9141791329678951,0.9388208670321049,0.9203395664839475,0.9326604335160524,,,,,,,,
2025-03-06 11:15:00,0.9265,0.9366,0.9259,0.9318,,,,,,,0.0,,0.9423258806730013,,0.009847577391065215,0.010311233526234503,0.9430777292925014,,0.0102673891934207,-0.07972286866154699,,,,,,,,,0.0,0.0,0.9194265197685185,0.9441734802314814,0.9256132598842592,0.9379867401157407,,,,,,,,
2025-03-06 11:30:00,0.9318,0.9363,0.9022,0.9079,,,,,,,0.0,,0.9400308219614678,,0.011329261782258042,0.012718936433220036,0.9423258806730013,,0.010311233526234503,-0.2435525499834834,,,,,,,,,0.0,0.0,0.892637276280136,0.9231627237198641,0.900268638140068,0.9155313618599321,,,,,,,,
2025-03-06 11:45:00,0.9079,0.9218,0.9069,0.9181,,,,,,,0.0,,0.9385687671640366,,0.011546211849051049,0.012939418542761597,0.9400308219614678,,0.012718936433220036,-0.15553264459781113,,,,,,,,,0.0,0.0,0.9025726977486861,0.933627302251314,0.9103363488743431,0.9258636511256569,,,,,,,,
2025-03-06 12:00:00,0.9181,0.9324,0.9166,0.9287,,,,,,,0.0,,0.9379108493531009,,0.011803324946185668,0.013228277971339806,0.9385687671640366,,0.012939418542761597,-0.07009798684476376,,,,,,,,,0.0,0.0,0.9128260664343922,0.9445739335656077,0.9207630332171961,0.9366369667828038,,,,,,,,
2025-03-06 12:15:00,0.9287,0.9399,0.9277,0.9351,,,,,,,0.0,,0.9377234593962275,,0.011827184684260177,0.013124544794820362,0.9379108493531009,,0.013228277971339806,-0.01997950626145828,,,,,,,,,0.0,0.0,0.9193505462462156,0.9508494537537845,0.9272252731231079,0.9429747268768922,,,,,,,,
2025-03-06 12:30:00,0.9351,0.9421,0.9305,0.9334,,,,,,,0.0,,0.9374352287698123,,0.011813582164965853,0.012970883278433173,0.9377234593962275,,0.013124544794820362,-0.030737273716152647,,,,,,,,,0.0,0.0,0.9178349400658802,0.9489650599341198,0.9256174700329401,0.9411825299670599,,,,,,,,
2025-03-06 12:45:00,0.9334,0.9354,0.9286,0.9326,,,,,,,0.0,,0.9371128801851581,,0.011514688384626055,0.01234940129014675,0.9374352287698123,,0.012970883278433173,-0.034386224750393435,,,,,,,,,0.0,0.0,0.9177807184518239,0.9474192815481761,0.925190359225912,0.940009640774088,,,,,,,,
2025-03-06 13:00:00,0.9326,0.9368,0.9252,0.9265,,,,,,,0.0,,0.936405354839481,,0.011519753819052412,0.012273981287378485,0.9371128801851581,,0.01234940129014675,-0.07550054648031157,,,,,,,,,0.0,0.0,0.9117712224551459,0.9412287775448541,0.9191356112275729,0.9338643887724271,,,,,,,,
2025-03-06 13:15:00,0.9265,0.9299,0.9185,0.9236,,,,,,,0.0,,0.9355516645168489,,0.011512670415086577,0.012186079798066967,0.936405354839481,,0.012273981287378485,-0.0911667493377788,,,,,,,,,0.0,0.0,0.9089767042423196,0.9382232957576804,0.9162883521211598,0.9309116478788402,,,,,,,,
2025-03-06 13:30:00,0.9236,0.9271,0.9148,0.9179,,,,,,,0.0,,0.9343748868823923,,0.011559073952070528,0.012197530834327055,0.9355516645168489,,0.012186079798066967,-0.1257843558072569,,,,,,,,,0.0,0.0,0.9032629629988076,0.9325370370011925,0.9105814814994038,0.9252185185005963,,,,,,,,
2025-03-06 13:45:00,0.9179,0.9212,0.9007,0.902,,,,,,,0.0,,0.9322165610902329,,0.01208425684378575,0.013031646712051943,0.9343748868823923,,0.012197530834327055,-0.23099141709179705,,,,,,,,,0.0,0.0,0.8863620239455376,0.9176379760544624,0.8941810119727689,0.9098189880272312,,,,,,,,
2025-03-06 14:00:00,0.902,0.9046,0.8912,0.8974,,,,,,,0.0,,0.9298954570175507,,0.012161297281531197,0.013068636456678056,0.9322165610902329,,0.013031646712051943,-0.24898764617178326,,,,,,,,,0.0,0.0,0.8817176362519863,0.9130823637480137,0.8895588181259931,0.9052411818740068,,,,,,,,
2025-03-06 14:15:00,0.8974,0.9031,0.8964,0.8984,,,,,,,0.0,,0.9277957598830474,,0.0118424786432398,0.01242937102549961,0.9298954570175507,,0.013068636456678056,-0.22579926793465654,,,,,,,,,0.0,0.0,0.8834847547694005,0.9133152452305995,0.8909423773847002,0.9058576226152998,,,,,,,,
2025-03-06 14:30:00,0.8984,0.903,0.8908,0.8945,,,,,,,0.0,,0.9255760425575109,,0.011863291222579914,0.012406356100468256,0.9277957598830474,,0.01242937102549961,-0.2392463321686522,,,,,,,,,0.0,0.0,0.879612372679438,0.9093876273205619,0.887056186339719,0.9019438136602809,,,,,,,,
2025-03-06 14:45:00,0.8945,0.8969,0.8859,0.8941,,,,,,,0.0,,0.9234776397203436,,0.011813169218120579,0.012265291194261615,0.9255760425575109,,0.012406356100468256,-0.226713175437121,,,,,,,,,0.0,0.0,0.8793816505668861,0.9088183494331139,0.886740825283443,0.901459174716557,,,,,,,,
2025-03-06 15:00:00,0.8941,0.8985,0.8914,0.8935,,,,,,,0.0,,0.921479130405654,,0.011540209742817359,0.011747343453550779,0.9234776397203436,,0.012265291194261615,-0.216411229544744,,,,,,,,,0.0,0.0,0.879403187855739,0.9075968121442609,0.8864515939278695,0.9005484060721304,,,,,,,,
2025-03-06 15:15:00,0.8935,0.8947,0.8873,0.8883,,,,,,,0.0,,0.9192671883786103,,0.011300996983718444,0.01131153482480112,0.921479130405654,,0.011747343453550779,-0.24004255268048613,,,,,,,,,0.0,0.0,0.8747261582102386,0.9018738417897614,0.8815130791051193,0.8950869208948806,,,,,,,,
2025-03-06 15:30:00,0.8883,0.8975,0.8865,0.8957,,,,,,,0.0,,0.9176960424867029,,0.011283644563925218,0.011280312073672404,0.9192671883786103,,0.01131153482480112,-0.1709128653529568,,,,,,,,,0.0,0.0,0.8821636255115932,0.9092363744884069,0.8889318127557966,0.9024681872442035,,,,,,,,
2025-03-06 15:45:00,0.8957,0.8967,0.8914,0.8936,,,,,,,0.0,,0.916089639654256,,0.010939409491214176,0.010681084401528687,0.9176960424867029,,0.011280312073672404,-0.1750473749558612,,,,,,,,,0.0,0.0,0.8807826987181655,0.9064173012818344,0.8871913493590827,0.9000086506409172,,,,,,,,
2025-03-06 16:00:00,0.8936,0.8956,0.8887,0.8944,,,,,,,0.0,,0.9146436636773057,,0.010707482734337715,0.010302295273411087,0.916089639654256,,0.010681084401528687,-0.15784219298627944,,,,,,,,,0.0,0.0,0.8820372456719067,0.9067627543280933,0.8882186228359533,0.9005813771640466,,,,,,,,
2025-03-06 16:15:00,0.8944,0.8979,0.8918,0.8952,,,,,,,0.0,,0.9133474194321519,,0.010443430736585994,0.009881385003989437,0.9146436636773057,,0.010302295273411087,-0.14172122943947318,,,,,,,,,0.0,0.0,0.8833423379952127,0.9070576620047873,0.8892711689976064,0.9011288310023936,,,,,,,,
2025-03-06 16:30:00,0.8952,0.9048,0.8921,0.9016,,,,,,,0.0,,0.9125642581366751,,0.010572526918680004,0.010163657373137838,0.9133474194321519,,0.009881385003989437,-0.08574626465400748,,,,,,,,,0.0,0.0,0.8894036111522345,0.9137963888477654,0.8955018055761172,0.9076981944238827,,,,,,,,
2025-03-06 16:45:00,0.9016,0.91,0.9014,0.9026,,,,,,,0.0,,0.9118999742608968,,0.010459866811845492,0.010007086524801685,0.9125642581366751,,0.010163657373137838,-0.07279310688046436,,,,,,,,,0.0,0.0,0.8905914961702379,0.914608503829762,0.896595748085119,0.9086042519148809,,,,,,,,
2025-03-06 17:00:00,0.9026,0.9088,0.901,0.9084,,,,,,,0.0,,0.9116666426435036,,0.010308186033352335,0.009786117345580618,0.9118999742608968,,0.010007086524801685,-0.0255874135298928,,,,,,,,,0.0,0.0,0.8966566591853032,0.9201433408146967,0.9025283295926516,0.9142716704073484,,,,,,,,
2025-03-06 17:15:00,0.9084,0.9103,0.9048,0.9069,,,,,,,0.0,,0.91134886646727,,0.01003439834667194,0.009357050320874976,0.9116666426435036,,0.009786117345580618,-0.03485661988379407,,,,,,,,,0.0,0.0,0.89567153961495,0.91812846038505,0.9012857698074751,0.912514230192525,,,,,,,,
2025-03-06 17:30:00,0.9069,0.9093,0.9017,0.9017,,,,,,,0.0,,0.9107056087027854,,0.009895970778409957,0.009181177329209731,0.91134886646727,,0.009357050320874976,-0.07058304323985798,,,,,,,,,0.0,0.0,0.8906825872049483,0.9127174127950516,0.8961912936024741,0.9072087063975258,,,,,,,,
2025-03-06 17:45:00,0.9017,0.9096,0.9,0.9077,,,,,,,0.0,,0.9105052347892664,,0.009879162924361144,0.009223095625250977,0.9107056087027854,,0.009181177329209731,-0.022002051113356735,,,,,,,,,0.0,0.0,0.8966322852496987,0.9187677147503012,0.9021661426248494,0.9132338573751505,,,,,,,,
2025-03-06 18:00:00,0.9077,0.9226,0.9071,0.9199,,,,,,,0.0,,0.9111315524699819,,0.010197970863036086,0.009851271991072734,0.9105052347892664,,0.009223095625250977,0.06878792749176466,,,,,,,,,0.0,0.0,0.9080784736107128,0.9317215263892873,0.9139892368053564,0.9258107631946437,,,,,,,,
2025-03-06 18:15:00,0.9199,0.9248,0.9134,0.9162,,,,,,,0.0,,0.9114694489719831,,0.010266069460282442,0.010006252689312014,0.9111315524699819,,0.009851271991072734,0.0370853694052542,,,,,,,,,0.0,0.0,0.9041924967728256,0.9282075032271744,0.9101962483864128,0.9222037516135873,,,,,,,,
2025-03-06 18:30:00,0.9162,0.9163,0.9113,0.9152,,,,,,,0.0,,0.911718152373851,,0.009968057710892495,0.009505313542557306,0.9114694489719831,,0.010006252689312014,0.027285983325975316,,,,,,,,,0.0,0.0,0.9037936237489312,0.9266063762510688,0.9094968118744656,0.9209031881255344,,,,,,,,
2025-03-06 18:45:00,0.9152,0.92,0.9126,0.92,,,,,,,0.0,,0.9122702755489276,,0.009822879259453202,0.009294663398288244,0.911718152373851,,0.009505313542557306,0.06055853704776126,,,,,,,,,0.0,0.0,0.9088464039220542,0.9311535960779459,0.9144232019610271,0.925576798038973,,,,,,,,
2025-03-06 19:00:00,0.92,0.9285,0.9108,0.9163,,,,,,,0.0,,0.9125389238456657,,0.010267757182104794,0.010135623870106797,0.9122702755489276,,0.009294663398288244,0.029448322930014648,,,,,,,,,0.0,0.0,0.9041372513558719,0.9284627486441281,0.9102186256779359,0.9223813743220641,,,,,,,,
2025-03-06 19:15:00,0.9163,0.9164,0.9041,0.9079,,,,,,,0.0,,0.9122296622559546,,0.010382426929927142,0.01035216039176229,0.9125389238456657,,0.010135623870106797,-0.03389023543322045,,,,,,,,,0.0,0.0,0.8954774075298852,0.9203225924701148,0.9016887037649427,0.9141112962350574,,,,,,,,
2025-03-06 19:30:00,0.9079,0.9109,0.905,0.9106,,,,,,,0.0,,0.9121210181055577,,0.010129724770918438,0.009906761249748519,0.9122296622559546,,0.01035216039176229,-0.011909736647697233,,,,,,,,,0.0,0.0,0.8987118865003018,0.9224881134996982,0.9046559432501509,0.9165440567498491,,,,,,,,
2025-03-06 19:45:00,0.9106,0.9121,0.9062,0.9072,,,,,,,0.0,,0.9117929502318538,,0.0098914645221452,0.009505936824351751,0.9121210181055577,,0.009906761249748519,-0.03596758184404303,,,,,,,,,0.0,0.0,0.8957928758107779,0.9186071241892221,0.9014964379053889,0.9129035620946111,,,,,,,,
2025-03-06 20:00:00,0.9072,0.9099,0.9046,0.9089,,,,,,,0.0,,0.9116000868830636,,0.00963302762181124,0.009085203041927298,0.9117929502318538,,0.009505936824351751,-0.021152099140619995,,,,,,,,,0.0,0.0,0.8979977563496873,0.9198022436503128,0.9034488781748437,0.9143511218251564,,,,,,,,
2025-03-06 20:15:00,0.9089,0.9125,0.9074,0.9093,,,,,,,0.0,,0.9114467477575261,,0.009378066253928202,0.008686563269112818,0.9116000868830636,,0.009085203041927298,-0.016820876582168687,,,,,,,,,0.0,0.0,0.8988761240770646,0.9197238759229354,0.9040880620385323,0.9145119379614677,,,,,,,,
2025-03-06 20:30:00,0.9093,0.9153,0.9093,0.9118,,,,,,,0.0,,0.9114702979070244,,0.009188196957212975,0.00841783446023574,0.9114467477575261,,0.008686563269112818,0.002583820673685011,,,,,,,,,0.0,0.0,0.9016985986477172,0.9219014013522829,0.9067492993238586,0.9168507006761415,,,,,,,,
2025-03-06 20:45:00,0.9118,0.9122,0.9056,0.9064,,,,,,,0.0,,0.911132278046556,,0.00904281808706963,0.008236006875666925,0.9114702979070244,,0.00841783446023574,-0.03708512073783421,,,,,,,,,0.0,0.0,0.8965167917491996,0.9162832082508003,0.9014583958745999,0.9113416041254001,,,,,,,,
2025-03-06 21:00:00,0.9064,0.9206,0.8933,0.8937,,,,,,,0.0,,0.9099701261767856,,0.010067693247968131,0.010142822778752256,0.911132278046556,,0.008236006875666925,-0.12755029075054436,,,,,,,,,0.0,0.0,0.8815286126654973,0.9058713873345028,0.8876143063327487,0.8997856936672514,,,,,,,,
2025-03-06 21:15:00,0.8937,0.9004,0.826,0.8396,,,,,,,0.0,,0.9052787844316665,,0.013676923392520043,0.016569804219281146,0.9099701261767856,,0.010142822778752256,-0.5155489845397043,,,,,,,,,0.0,0.0,0.8197162349368626,0.8594837650631374,0.8296581174684313,0.8495418825315687,,,,,,,,
2025-03-06 21:30:00,0.8396,0.8454,0.8244,0.8249,,,,,,,0.0,,0.8999201988028888,,0.0140875446018225,0.017012902209898904,0.9052787844316665,,0.016569804219281146,-0.5919265668135498,,,,,,,,,0.0,0.0,0.8044845173481213,0.8453154826518786,0.8146922586740606,0.8351077413259393,,,,,,,,
2025-03-06 21:45:00,0.8249,0.8325,0.8167,0.8304,,,,,,,0.0,,0.8952855188826961,,0.014183516202841865,0.01689159266819174,0.8999201988028888,,0.017012902209898904,-0.515010100490898,,,,,,,,,0.0,0.0,0.81013008879817,0.8506699112018301,0.820265044399085,0.8405349556009151,,,,,,,,
2025-03-06 22:00:00,0.8304,0.8587,0.8273,0.8528,,,,,,,0.0,,0.892453150957183,,0.015147913909412856,0.01834264139632213,0.8952855188826961,,0.01689159266819174,-0.316364764734256,,,,,,,,,0.0,0.0,0.8307888303244134,0.8748111696755866,0.8417944151622068,0.8638055848377932,,,,,,,,
2025-03-06 22:15:00,0.8528,0.8593,0.8432,0.8513,,,,,,,0.0,,0.8897096075600375,,0.015201221374373125,0.01811834832131144,0.892453150957183,,0.01834264139632213,-0.3074159572637569,,,,,,,,,0.0,0.0,0.8295579820144262,0.8730420179855737,0.8404289910072131,0.8621710089927868,,,,,,,,
2025-03-06 22:30:00,0.8513,0.8695,0.8452,0.8656,,,,,,,0.0,,0.8881023003893683,,0.015710442247773446,0.018736585270389336,0.8897096075600375,,0.01811834832131144,-0.18065525616578482,,,,,,,,,0.0,0.0,0.8431160976755329,0.8880839023244672,0.8543580488377664,0.8768419511622336,,,,,,,,
2025-03-06 22:45:00,0.8656,0.8658,0.8558,0.8605,,,,,,,0.0,,0.8862621470300771,,0.01539098356938109,0.01786283544027096,0.8881023003893683,,0.018736585270389336,-0.20720060723685707,,,,,,,,,0.0,0.0,0.8390645974716749,0.8819354025283251,0.8497822987358374,0.8712177012641626,,,,,,,,
2025-03-06 23:00:00,0.8605,0.8648,0.8531,0.8598,,,,,,,0.0,,0.8844980038947386,,0.015184579207195731,0.01724649393172336,0.8862621470300771,,0.01786283544027096,-0.19905432509447207,,,,,,,,,0.0,0.0,0.839104207281932,0.880495792718068,0.849452103640966,0.870147896359034,,,,,,,,
2025-03-06 23:15:00,0.8598,0.8608,0.8483,0.8499,,,,,,,0.0,,0.8821914703017562,,0.015034509098228413,0.016771804360114675,0.8844980038947386,,0.01724649393172336,-0.26077318239566827,,,,,,,,,0.0,0.0,0.8297738347678624,0.8700261652321376,0.8398369173839312,0.8599630826160688,,,,,,,,
2025-03-06 23:30:00,0.8499,0.8679,0.8472,0.8625,,,,,,,0.0,,0.8808787056149724,,0.015351105236339395,0.017164653850335557,0.8821914703017562,,0.016771804360114675,-0.1488072296068288,,,,,,,,,0.0,0.0,0.8419024153795974,0.8830975846204027,0.8522012076897987,0.8727987923102014,,,,,,,,
